step,val_MAE,epoch,val_RMSE,val_Total_Loss,train_Total_Loss,train_RMSE,train_MAE,test_MAE,test_Total_Loss,test_RMSE
432,0.5233067274093628,0,0.7074679136276245,0.5026257634162903,,,,,,
432,,0,,,0.8045224547386169,0.8710393309593201,0.683619499206543,,,
865,0.42009979486465454,1,0.571991503238678,0.3293153643608093,,,,,,
865,,1,,,0.4127275049686432,0.6391245126724243,0.47548648715019226,,,
1298,0.36310097575187683,2,0.48490458726882935,0.2371901124715805,,,,,,
1298,,2,,,0.273754745721817,0.5198189616203308,0.37689587473869324,,,
1731,0.2615009546279907,3,0.3783995807170868,0.1463562250137329,,,,,,
1731,,3,,,0.17529655992984772,0.41418227553367615,0.2939748466014862,,,
2164,0.2284339964389801,4,0.3436061143875122,0.12190725654363632,,,,,,
2164,,4,,,0.12275078892707825,0.34620463848114014,0.2386123538017273,,,
2597,0.20213182270526886,5,0.311870813369751,0.10151935368776321,,,,,,
2597,,5,,,0.10192424803972244,0.3149930238723755,0.2127237319946289,,,
3030,0.2018430531024933,6,0.3077126145362854,0.098653145134449,,,,,,
3030,,6,,,0.09295137226581573,0.3011748790740967,0.20209845900535583,,,
3463,0.1876065880060196,7,0.2927786111831665,0.09004049748182297,,,,,,
3463,,7,,,0.08634818345308304,0.2895972430706024,0.1933630257844925,,,
3896,0.18925054371356964,8,0.29007962346076965,0.08870881050825119,,,,,,
3896,,8,,,0.07978525012731552,0.2784423530101776,0.18589164316654205,,,
4329,0.1894284188747406,9,0.2859589159488678,0.08610198646783829,,,,,,
4329,,9,,,0.07662618160247803,0.2727316915988922,0.18128319084644318,,,
4762,0.1711747795343399,10,0.2652686834335327,0.07512155175209045,,,,,,
4762,,10,,,0.06986986100673676,0.2602007985115051,0.17354513704776764,,,
5195,0.1708468496799469,11,0.25702664256095886,0.07046164572238922,,,,,,
5195,,11,,,0.06431074440479279,0.24936619400978088,0.16541126370429993,,,
5628,0.16571877896785736,12,0.2556358277797699,0.0701146051287651,,,,,,
5628,,12,,,0.06135857477784157,0.24344751238822937,0.16235293447971344,,,
6061,0.15879353880882263,13,0.24396871030330658,0.06445403397083282,,,,,,
6061,,13,,,0.05631130188703537,0.2331271916627884,0.1561177521944046,,,
6494,0.17645390331745148,14,0.26639261841773987,0.07546313107013702,,,,,,
6494,,14,,,0.05206945538520813,0.2241893708705902,0.14880964159965515,,,
6927,0.15694376826286316,15,0.2411276400089264,0.06292545795440674,,,,,,
6927,,15,,,0.04973611608147621,0.21865470707416534,0.14606134593486786,,,
7360,0.1495235413312912,16,0.22294428944587708,0.054004088044166565,,,,,,
7360,,16,,,0.04632975906133652,0.2106780707836151,0.1402847319841385,,,
7793,0.13789764046669006,17,0.22106140851974487,0.052991028875112534,,,,,,
7793,,17,,,0.04517519846558571,0.20845068991184235,0.13916604220867157,,,
8226,0.13469047844409943,18,0.2103670835494995,0.047661032527685165,,,,,,
8226,,18,,,0.043022945523262024,0.20352917909622192,0.13612410426139832,,,
8659,0.13648535311222076,19,0.21441321074962616,0.04920390993356705,,,,,,
8659,,19,,,0.04165066406130791,0.20017924904823303,0.1334543079137802,,,
9092,0.14229373633861542,20,0.21128898859024048,0.04798021912574768,,,,,,
9092,,20,,,0.04041794687509537,0.19736969470977783,0.1315838247537613,,,
9525,0.1308063417673111,21,0.20881229639053345,0.04712235555052757,,,,,,
9525,,21,,,0.039603982120752335,0.19535988569259644,0.13068130612373352,,,
9958,0.15336337685585022,22,0.23409929871559143,0.05944037064909935,,,,,,
9958,,22,,,0.037867676466703415,0.19105836749076843,0.12767687439918518,,,
10391,0.12513893842697144,23,0.20077599585056305,0.043185003101825714,,,,,,
10391,,23,,,0.03699871525168419,0.18892967700958252,0.12538385391235352,,,
10824,0.12834040820598602,24,0.2002912014722824,0.04230762645602226,,,,,,
10824,,24,,,0.03548509627580643,0.18509338796138763,0.12415308505296707,,,
11257,0.12009341269731522,25,0.19110651314258575,0.03881152346730232,,,,,,
11257,,25,,,0.0346715934574604,0.18293334543704987,0.12257597595453262,,,
11690,0.1277817040681839,26,0.1996786743402481,0.042094018310308456,,,,,,
11690,,26,,,0.03338577598333359,0.17934416234493256,0.12041454762220383,,,
12123,0.12452790886163712,27,0.19900329411029816,0.04368229955434799,,,,,,
12123,,27,,,0.03321200981736183,0.17907081544399261,0.11990941315889359,,,
12556,0.12402643263339996,28,0.1967010647058487,0.04065099358558655,,,,,,
12556,,28,,,0.033367354422807693,0.17868569493293762,0.11972326040267944,,,
12989,0.12010803818702698,29,0.1885492205619812,0.037085894495248795,,,,,,
12989,,29,,,0.0309002622961998,0.17275522649288177,0.11573126167058945,,,
13422,0.14018692076206207,30,0.21024289727210999,0.04538363590836525,,,,,,
13422,,30,,,0.03015316277742386,0.17035208642482758,0.1140749603509903,,,
13855,0.12238674610853195,31,0.18613913655281067,0.0356515534222126,,,,,,
13855,,31,,,0.030457863584160805,0.17174839973449707,0.11483456939458847,,,
14288,0.14622019231319427,32,0.20715342462062836,0.043844230473041534,,,,,,
14288,,32,,,0.028690708801150322,0.16665396094322205,0.11200863122940063,,,
14721,0.11885398626327515,33,0.1846248209476471,0.03517873212695122,,,,,,
14721,,33,,,0.027805684134364128,0.16402530670166016,0.10951180011034012,,,
15154,0.12403980642557144,34,0.19383113086223602,0.03850354254245758,,,,,,
15154,,34,,,0.02691529132425785,0.16160188615322113,0.10794961452484131,,,
15587,0.11165209114551544,35,0.17864686250686646,0.033065393567085266,,,,,,
15587,,35,,,0.026486234739422798,0.16040152311325073,0.1082322970032692,,,
16020,0.12098941951990128,36,0.18332789838314056,0.03448765352368355,,,,,,
16020,,36,,,0.025898927822709084,0.1581975370645523,0.10677966475486755,,,
16453,0.11298933625221252,37,0.18085433542728424,0.0334940068423748,,,,,,
16453,,37,,,0.026452908292412758,0.16031719744205475,0.1077946275472641,,,
16886,0.11445867270231247,38,0.18069157004356384,0.033808086067438126,,,,,,
16886,,38,,,0.025429755449295044,0.15708576142787933,0.10574805736541748,,,
17319,0.11053966730833054,39,0.1736227124929428,0.03103799745440483,,,,,,
17319,,39,,,0.02478722482919693,0.15527452528476715,0.10481339693069458,,,
17752,0.13378337025642395,40,0.20788897573947906,0.047733332961797714,,,,,,
17752,,40,,,0.03655136749148369,0.18394702672958374,0.12244495749473572,,,
18185,0.1107804924249649,41,0.17863886058330536,0.03420174494385719,,,,,,
18185,,41,,,0.02536546252667904,0.15588471293449402,0.10422457009553909,,,
18618,0.11611887067556381,42,0.17969903349876404,0.03346770629286766,,,,,,
18618,,42,,,0.023631501942873,0.15129081904888153,0.10180200636386871,,,
19051,0.11040721088647842,43,0.1704072803258896,0.02993222512304783,,,,,,
19051,,43,,,0.02242639660835266,0.14758139848709106,0.09931856393814087,,,
19484,0.12864381074905396,44,0.19446906447410583,0.03873027488589287,,,,,,
19484,,44,,,0.02149433083832264,0.14429892599582672,0.0969940796494484,,,
19917,0.11705539375543594,45,0.1786791831254959,0.032833606004714966,,,,,,
19917,,45,,,0.021715834736824036,0.14553819596767426,0.0981234610080719,,,
20350,0.10170853137969971,46,0.1691739410161972,0.030140291899442673,,,,,,
20350,,46,,,0.024080945178866386,0.15268242359161377,0.10390028357505798,,,
20783,0.10722251236438751,47,0.17643029987812042,0.03390764817595482,,,,,,
20783,,47,,,0.02224850095808506,0.14677703380584717,0.09930649399757385,,,
21216,0.10564260929822922,48,0.16892847418785095,0.029583312571048737,,,,,,
21216,,48,,,0.021160980686545372,0.1431792825460434,0.0963398814201355,,,
21649,0.10294581204652786,49,0.16886845231056213,0.02963636815547943,,,,,,
21649,,49,,,0.019958164542913437,0.13941669464111328,0.09404685348272324,,,
22082,0.10433989763259888,50,0.16869886219501495,0.029664307832717896,,,,,,
22082,,50,,,0.019933277741074562,0.13927686214447021,0.09469186514616013,,,
22515,0.10667876899242401,51,0.1716945320367813,0.030492844060063362,,,,,,
22515,,51,,,0.01958853006362915,0.13789455592632294,0.09345930814743042,,,
22948,0.09912119805812836,52,0.1628711074590683,0.02760699950158596,,,,,,
22948,,52,,,0.01877833716571331,0.13532571494579315,0.09230244904756546,,,
23381,0.11262433230876923,53,0.1797480285167694,0.033690351992845535,,,,,,
23381,,53,,,0.01991833560168743,0.1392013132572174,0.09506620466709137,,,
23814,0.10661908239126205,54,0.16744433343410492,0.02908223122358322,,,,,,
23814,,54,,,0.01940273866057396,0.13746441900730133,0.09324915707111359,,,
24247,0.10075153410434723,55,0.16521143913269043,0.028331903740763664,,,,,,
24247,,55,,,0.018073605373501778,0.1327085942029953,0.0901307612657547,,,
24680,0.09835471212863922,56,0.16364148259162903,0.02810429409146309,,,,,,
24680,,56,,,0.02026292122900486,0.13927462697029114,0.09582138806581497,,,
25113,0.10018623620271683,57,0.16474886238574982,0.028447745367884636,,,,,,
25113,,57,,,0.01749771647155285,0.13059738278388977,0.0888434499502182,,,
25546,0.098781056702137,58,0.16635604202747345,0.028774885460734367,,,,,,
25546,,58,,,0.018672363832592964,0.13472706079483032,0.09138693660497665,,,
25979,0.09809034317731857,59,0.1600763499736786,0.02643866464495659,,,,,,
25979,,59,,,0.016984838992357254,0.12884649634361267,0.08746501058340073,,,
26412,0.09508650749921799,60,0.1570349633693695,0.025586826726794243,,,,,,
26412,,60,,,0.016011472791433334,0.12486185133457184,0.08487864583730698,,,
26845,0.09638187289237976,61,0.15949824452400208,0.02640949934720993,,,,,,
26845,,61,,,0.016397517174482346,0.12620115280151367,0.08588764816522598,,,
27278,0.10143356025218964,62,0.163579061627388,0.027729462832212448,,,,,,
27278,,62,,,0.015056258998811245,0.12105082720518112,0.08281126618385315,,,
27711,0.09626884013414383,63,0.16019470989704132,0.026705341413617134,,,,,,
27711,,63,,,0.01635703630745411,0.1263183206319809,0.0868234634399414,,,
28144,0.0978342667222023,64,0.1629614531993866,0.027686426416039467,,,,,,
28144,,64,,,0.016311874613165855,0.1259758472442627,0.08533648401498795,,,
28577,0.1011396124958992,65,0.16398191452026367,0.027826186269521713,,,,,,
28577,,65,,,0.01679118163883686,0.1272972822189331,0.08731316775083542,,,
29010,0.09903240948915482,66,0.1601894199848175,0.026692111045122147,,,,,,
29010,,66,,,0.01571051962673664,0.12345799058675766,0.08408577740192413,,,
29443,0.09118764847517014,67,0.15922412276268005,0.026814356446266174,,,,,,
29443,,67,,,0.01435171626508236,0.11833552271127701,0.08136090636253357,,,
29876,0.1051243245601654,68,0.16139663755893707,0.02704358659684658,,,,,,
29876,,68,,,0.014149008318781853,0.11742501705884933,0.08019386976957321,,,
30309,0.09203385561704636,69,0.1560213565826416,0.025402700528502464,,,,,,
30309,,69,,,0.013447110541164875,0.11456016451120377,0.07875483483076096,,,
30742,0.09903448820114136,70,0.16257672011852264,0.027514519169926643,,,,,,
30742,,70,,,0.014563149772584438,0.11906174570322037,0.08145084977149963,,,
31175,0.1040467768907547,71,0.16902868449687958,0.029525039717555046,,,,,,
31175,,71,,,0.015954619273543358,0.12331781536340714,0.08444496244192123,,,
31608,0.09533315896987915,72,0.1569095253944397,0.025492491200566292,,,,,,
31608,,72,,,0.01786087080836296,0.1305973082780838,0.08863411098718643,,,
32041,0.0914594754576683,73,0.1582689881324768,0.026753045618534088,,,,,,
32041,,73,,,0.012456657364964485,0.11031242460012436,0.0756082609295845,,,
32474,0.09081146121025085,74,0.15208087861537933,0.024064261466264725,,,,,,
32474,,74,,,0.012236908078193665,0.10929115861654282,0.07521811127662659,,,
32907,0.0949581190943718,75,0.15611645579338074,0.02522689290344715,,,,,,
32907,,75,,,0.012440214864909649,0.11019448190927505,0.07532641291618347,,,
33340,0.09565073996782303,76,0.15352211892604828,0.024407638236880302,,,,,,
33340,,76,,,0.01247304119169712,0.11028669029474258,0.07606980204582214,,,
33773,0.09311489760875702,77,0.1561027616262436,0.025318600237369537,,,,,,
33773,,77,,,0.011536004953086376,0.10623715072870255,0.07325232774019241,,,
34206,0.0926780104637146,78,0.15505450963974,0.025059757754206657,,,,,,
34206,,78,,,0.01778523437678814,0.12985287606716156,0.08807053416967392,,,
34639,0.09572834521532059,79,0.15342700481414795,0.024328971281647682,,,,,,
34639,,79,,,0.012771500274538994,0.11174055188894272,0.07666520029306412,,,
35072,0.09247620403766632,80,0.15492643415927887,0.0247819647192955,,,,,,
35072,,80,,,0.011387649923563004,0.10554305464029312,0.07281512767076492,,,
35505,0.0940685048699379,81,0.1564881056547165,0.025589991360902786,,,,,,
35505,,81,,,0.01189332827925682,0.10798203200101852,0.07450635731220245,,,
35938,0.08889348804950714,82,0.15136712789535522,0.024178659543395042,,,,,,
35938,,82,,,0.011135172098875046,0.10417840629816055,0.0719408467411995,,,
36371,0.1092667281627655,83,0.16427534818649292,0.02800784632563591,,,,,,
36371,,83,,,0.01119242887943983,0.10447880625724792,0.07243910431861877,,,
36804,0.08982321619987488,84,0.14951615035533905,0.02334408648312092,,,,,,
36804,,84,,,0.012247640639543533,0.10904835909605026,0.07549527287483215,,,
37237,0.08671793341636658,85,0.14715641736984253,0.02260187827050686,,,,,,
37237,,85,,,0.011649238876998425,0.10675844550132751,0.07371075451374054,,,
37670,0.09368608891963959,86,0.1496250182390213,0.023151516914367676,,,,,,
37670,,86,,,0.011672657914459705,0.10656394064426422,0.07358585298061371,,,
38103,0.09443946182727814,87,0.15609879791736603,0.02539416216313839,,,,,,
38103,,87,,,0.011662225238978863,0.10653958469629288,0.07321514934301376,,,
38536,0.09014862775802612,88,0.1518009901046753,0.023998795077204704,,,,,,
38536,,88,,,0.010994317010045052,0.10324528068304062,0.07130623608827591,,,
38969,0.09038732945919037,89,0.15760304033756256,0.025857606902718544,,,,,,
38969,,89,,,0.012181539088487625,0.10891041159629822,0.07500160485506058,,,
39402,0.0895754024386406,90,0.15647000074386597,0.026503054425120354,,,,,,
39402,,90,,,0.01079705823212862,0.10261375457048416,0.07081641256809235,,,
39835,0.08479718118906021,91,0.14449606835842133,0.021772928535938263,,,,,,
39835,,91,,,0.00981231965124607,0.09788558632135391,0.06775300949811935,,,
40268,0.08654072880744934,92,0.14839372038841248,0.0231658685952425,,,,,,
40268,,92,,,0.010387631133198738,0.10022502392530441,0.07003863155841827,,,
40701,0.08681865781545639,93,0.14763349294662476,0.0228266641497612,,,,,,
40701,,93,,,0.009923656471073627,0.09853719174861908,0.06832379102706909,,,
41134,0.09380671381950378,94,0.15360738337039948,0.02455783262848854,,,,,,
41134,,94,,,0.009419209323823452,0.0960507020354271,0.0671287402510643,,,
41567,0.08900349587202072,95,0.1495516300201416,0.023290321230888367,,,,,,
41567,,95,,,0.009557720273733139,0.09666350483894348,0.06730643659830093,,,
42000,0.10424990952014923,96,0.17597250640392303,0.03568366542458534,,,,,,
42000,,96,,,0.027926411479711533,0.15414150059223175,0.10454759746789932,,,
42433,0.09284888207912445,97,0.1644299328327179,0.029994074255228043,,,,,,
42433,,97,,,0.0142804691568017,0.11598929017782211,0.0783589705824852,,,
42866,0.0869424119591713,98,0.14604990184307098,0.02234778180718422,,,,,,
42866,,98,,,0.010315567255020142,0.09999746829271317,0.06868677586317062,,,
43299,0.07979501783847809,99,0.1401532143354416,0.020501768216490746,,,,,,
43299,,99,,,0.008608326315879822,0.0917135700583458,0.06361085921525955,,,
43732,0.08774936199188232,100,0.14467094838619232,0.021805401891469955,,,,,,
43732,,100,,,0.00783315859735012,0.08763167262077332,0.06130524352192879,,,
44165,0.08864018321037292,101,0.14772984385490417,0.02272608131170273,,,,,,
44165,,101,,,0.008767912164330482,0.09272158145904541,0.06470976769924164,,,
44598,0.08672844618558884,102,0.14731550216674805,0.022562719881534576,,,,,,
44598,,102,,,0.008505264297127724,0.09115495532751083,0.06349287927150726,,,
45031,0.08218535035848618,103,0.1412719190120697,0.020851654931902885,,,,,,
45031,,103,,,0.008781536482274532,0.09277792274951935,0.06490594148635864,,,
45464,0.08710142970085144,104,0.14887452125549316,0.0231758002191782,,,,,,
45464,,104,,,0.008193654008209705,0.08948738873004913,0.06259135901927948,,,
45897,0.08970499783754349,105,0.15290868282318115,0.024491317570209503,,,,,,
45897,,105,,,0.00997166894376278,0.09863873571157455,0.06929633021354675,,,
46330,0.08170723170042038,106,0.1428539752960205,0.021437326446175575,,,,,,
46330,,106,,,0.008963559754192829,0.0935634970664978,0.06518152356147766,,,
46763,0.08631639927625656,107,0.14757715165615082,0.02263575978577137,,,,,,
46763,,107,,,0.007949121296405792,0.08819341659545898,0.06202172860503197,,,
47196,0.0807618722319603,108,0.1455794721841812,0.02241172455251217,,,,,,
47196,,108,,,0.007677804678678513,0.08675563335418701,0.060945674777030945,,,
47629,0.08886641263961792,109,0.15710990130901337,0.026160165667533875,,,,,,
47629,,109,,,0.008167658001184464,0.08945109695196152,0.06290813535451889,,,
48062,0.09990320354700089,110,0.16955289244651794,0.029987700283527374,,,,,,
48062,,110,,,0.013164674863219261,0.11075548827648163,0.07599654793739319,,,
48495,0.10147843509912491,111,0.17176084220409393,0.030778024345636368,,,,,,
48495,,111,,,0.010630860924720764,0.1015508845448494,0.06999801844358444,,,
48928,0.08036651462316513,112,0.14357300102710724,0.02172224596142769,,,,,,
48928,,112,,,0.008278463035821915,0.08988481760025024,0.06248442456126213,,,
49361,0.08438339829444885,113,0.14735862612724304,0.022904565557837486,,,,,,
49361,,113,,,0.006952676456421614,0.08265657722949982,0.05813347548246384,,,
49794,0.08000880479812622,114,0.14145570993423462,0.020911820232868195,,,,,,
49794,,114,,,0.006918622180819511,0.08240512013435364,0.05806482955813408,,,
50227,0.08029830455780029,115,0.14245092868804932,0.021386630833148956,,,,,,
50227,,115,,,0.007271571084856987,0.0841153934597969,0.059188660234212875,,,
50660,0.08092876523733139,116,0.14049194753170013,0.02073400467634201,,,,,,
50660,,116,,,0.008080927655100822,0.08888574689626694,0.06252001225948334,,,
51093,0.08004239946603775,117,0.1413489133119583,0.020996734499931335,,,,,,
51093,,117,,,0.0069763013161718845,0.08272332698106766,0.05864838510751724,,,
51526,0.12899339199066162,118,0.1981106847524643,0.04074129834771156,,,,,,
51526,,118,,,0.009910928085446358,0.09560094028711319,0.06597893685102463,,,
51959,0.08146190643310547,119,0.14300380647182465,0.02130250819027424,,,,,,
51959,,119,,,0.011812037788331509,0.10554740577936172,0.07233133167028427,,,
51960,,120,,,,,,0.07668282836675644,0.02089856006205082,0.13708768784999847
